compound_id,inchikey,canonical_smiles,insecticidal_active,molecule_chembl_id,n_assay_records,n_active_records,n_inactive_records,best_pchembl,median_pchembl,assay_types,target_organisms,source,in_lifechem,in_curated_any
EXT_00580,RDYMFSUJUZBWLH-IOPZMNTHSA-N,O=S1OC[C@@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,1,CHEMBL1890408,1,1,0,8.0,8.0,IC50,Musca domestica,ChEMBL,False,False
EXT_00581,REWNSLVXVLBEQF-HJWRWDBZSA-N,Cc1cn(C/C=C\COC(c2ccccc2)(c2ccccc2)c2ccc(Cl)cc2)c(=O)[nH]c1=O,1,CHEMBL373997,1,1,0,5.24,5.24,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00582,RFLAKLPDKRJBNX-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCCCCCCCSP(=O)(OCC)OCC,1,CHEMBL2252845,2,1,1,5.84,5.84,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00584,RGICYNKHSDSDTE-UHFFFAOYSA-N,CNC(=O)c1ccc(C(OCCCCCCn2cc(C)c(=O)[nH]c2=O)(c2ccccc2)c2ccccc2)cc1,1,CHEMBL219299,1,1,0,5.46,5.46,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00586,RHEABVUOLZOFCR-UHFFFAOYSA-N,O=[N+]([O-])/N=C1\NCOCN1Cc1ccc(Cl)nc1,1,CHEMBL2269823,3,3,0,7.85,7.82,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00588,RIQWCSUNJYMQFI-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,1,CHEMBL2228438,2,1,1,6.3,5.24,EC50,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL,False,False
EXT_00589,RJPKXYJWDKGKGW-UHFFFAOYSA-N,CCCCCCN(CCCCCC)C(=S)S,1,CHEMBL2023722,2,2,0,8.85,8.635,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00590,RKFXZRRJPRUWET-WUXMJOGZSA-N,C/C(=N\C#N)N(C)Cc1cnc(Cl)s1,1,CHEMBL2269820,1,1,0,6.81,6.81,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00592,RLSQXMJPNPUPPZ-UHFFFAOYSA-N,N=c1sccn1Cc1ccc(Cl)nc1,1,CHEMBL72675,1,1,0,6.73,6.73,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00594,RMHMFHUVIITRHF-UHFFFAOYSA-N,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1,CHEMBL9967,2,2,0,6.41,6.390000000000001,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00595,RNBWAEDCPRUHDB-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)c1ccccc1Cl,1,CHEMBL2287465,1,1,0,6.42,6.42,IC50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00596,RNXXIKOZHJKKPF-UTKZUKDTSA-N,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccccc1,1,CHEMBL59018,1,1,0,5.95,5.95,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00598,ROKABDFXVUGFFO-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCONC(C)C)cc1,1,CHEMBL2272192,1,1,0,8.66,8.66,IC50,Culex pipiens,ChEMBL,False,False
EXT_00599,ROMPPAWVATWIKR-UHFFFAOYSA-N,O=C(O)CCCc1nc(-c2ccc(Cl)cc2)no1,1,CHEMBL1466222,2,2,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00600,ROYSJTCXIAEDDB-UHFFFAOYSA-N,CCN1CCN(CCCNC(=O)COc2ccc(-c3ccccc3)cc2)CC1,1,CHEMBL4295165,3,2,1,5.48,5.46,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00601,RPMBYDYUVKEZJA-UHFFFAOYSA-N,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,1,CHEMBL500996,2,2,0,5.54,5.475,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00602,RPOYGOULCHMVBB-ADDDGJNWSA-N,CC(C)CNC(=O)/C=C/C=C/CCCC/C=C/c1ccc2c(c1)OCO2,1,CHEMBL257943,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00603,RPYIFLNKXOBNLG-UHFFFAOYSA-N,FC1CCc2nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)cc21,1,CHEMBL206241,1,1,0,5.77,5.77,IC50,Musca domestica,ChEMBL,False,False
EXT_00606,RSKVCDAZZIAFIP-UHFFFAOYSA-N,CCCCN(C)CCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271822,1,1,0,7.23,7.23,IC50,Culex pipiens,ChEMBL,False,False
EXT_00607,RSLMFTSJRXSAOA-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)N(NC(=O)c2cccc(C)c2C)C(C)(C)C)c1,1,CHEMBL2228849,1,1,0,7.79,7.79,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00609,RUXHRNZZERQELK-WQLSENKSSA-N,N#C/N=C1\SCCN1Cc1cnc(Cl)s1,1,CHEMBL2269821,1,1,0,7.03,7.03,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00610,RVPXPNCGYMMUPY-ZHRRBRCNSA-N,Cc1cccc(C(=O)N2c3ccc(F)cc3[C@@H](Nc3ccc(F)cc3)C[C@H]2C)c1,1,CHEMBL294491,1,1,0,5.87,5.87,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00611,RWCXVVGXLHJNHB-UHFFFAOYSA-N,CCOC(=O)NCCOc1ccc(CC(CC)CC)cc1,1,CHEMBL2272163,1,1,0,7.54,7.54,IC50,Culex pipiens,ChEMBL,False,False
EXT_00612,RWFNXDKCMKCVNP-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCCOC(=O)N(C)C)cc1,1,CHEMBL2272161,1,1,0,7.77,7.77,IC50,Culex pipiens,ChEMBL,False,False
EXT_00614,RYYRNTOJTBSRIT-HCTXVGCHSA-N,O=[N+]([O-])/N=C1\N(CCCCCCN2CCN(Cc3ccc(Cl)nc3)/C2=N/[N+](=O)[O-])CCN1Cc1ccc(Cl)nc1,1,CHEMBL2271613,1,1,0,5.51,5.51,IC50,Musca domestica,ChEMBL,False,False
EXT_00615,RZEKVGVHFLEQIL-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1,CHEMBL118,1,1,0,6.76,6.76,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00619,SBHPEUWRJADCDI-UHFFFAOYSA-N,CCONCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271809,1,1,0,9.53,9.53,IC50,Culex pipiens,ChEMBL,False,False
EXT_00620,SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1,CHEMBL463210,2,2,0,5.74,5.38,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00628,SETFNECMODOHTO-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,1,CHEMBL77517,1,1,0,6.65,6.65,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00629,SFFKKWQHDLGIQB-HQYFERETSA-N,CSCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC1=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC2=O,1,CHEMBL2272096,2,2,0,7.72,7.665,IC50,Blattella germanica,ChEMBL,False,False
EXT_00631,SGLADPJLVFJEPA-UHFFFAOYSA-N,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4F)cc3)CC2)CC1,1,CHEMBL4276694,3,3,0,6.66,6.62,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00634,SHJGYGDSHYNHFN-UHFFFAOYSA-N,Cc1cc(C)c(Cl)c(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,1,CHEMBL2286437,1,1,0,5.76,5.76,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00635,SHUQFXIRXYXNOZ-HCFISPQYSA-N,NC(=S)N/N=C/C=C/c1ccccc1,1,CHEMBL1276230,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00638,SJSTZEWGUCLUTP-UHFFFAOYSA-N,CC(C)Cn1cc(C(=O)C(F)F)cn1,1,CHEMBL3623560,2,2,0,5.52,5.46,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00639,SJUVAGITOHZCSM-UHFFFAOYSA-N,CNC(=O)c1cc(Br)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,1,CHEMBL398819,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00641,SLNCTQCXEXOORY-UHFFFAOYSA-N,CO/N=C1/NCCN(Cc2ccc(Cl)nc2)C1=O,1,CHEMBL2272694,1,1,0,5.82,5.82,Ki,Musca domestica,ChEMBL,False,False
EXT_00643,SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1c1cccnc1,1,CHEMBL3,5,3,2,5.61,5.485,"IC50,Ki","Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00645,SOMABUKUCYKKGW-LDADJPATSA-N,CCC(CC)Cc1ccc(OCCC/C=N/OC)cc1,1,CHEMBL2272182,1,1,0,6.66,6.66,IC50,Culex pipiens,ChEMBL,False,False
EXT_00646,SPHRJZBOFYIKMC-UHFFFAOYSA-N,C#CCOC(=O)C1=CCCN(C)C1,1,CHEMBL128365,2,2,0,5.35,5.3149999999999995,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00647,SPIZWORIBFYOLU-UHFFFAOYSA-N,Cc1cc(C)c(Cl)c(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,1,CHEMBL2286444,1,1,0,7.17,7.17,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00648,SPPVMUZAHPHXGG-LICLKQGHSA-N,CCO/N=C/COc1ccc(Oc2cccc([N+](=O)[O-])c2)cc1,1,CHEMBL2271469,1,1,0,7.75,7.75,IC50,Culex pipiens,ChEMBL,False,False
EXT_00649,SQPJEYFWFWRQGM-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCCCCCCSP(=O)(OCC)OCC,1,CHEMBL2252844,2,1,1,5.32,5.32,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00650,SRDGVWFRHBVJPL-HNNXBMFYSA-N,CC(C)CN1C[C@H](CCCCN)NC(=S)c2nn(CC(C)C)cc21,1,CHEMBL3974271,1,1,0,5.17,5.17,EC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00654,STECJAGHUSJQJN-FWXGHANASA-N,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,1,CHEMBL2251240,2,2,0,9.15,9.055,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00655,STRMCUCFXKFYOH-WTMPVAMOSA-N,CC(C)(CCN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-])CCN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-],1,CHEMBL2252352,1,1,0,5.84,5.84,Ki,Musca domestica,ChEMBL,False,False
EXT_00656,SUVXWDJZJAVWEA-UHFFFAOYSA-N,O=C(O)Cc1nc(-c2ccc(Cl)cc2)no1,1,CHEMBL495441,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00657,SWFSQBYUUPKVJP-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCCCCOC)cc1,1,CHEMBL2271840,1,1,0,5.71,5.71,IC50,Culex pipiens,ChEMBL,False,False
EXT_00658,SWHRDLPFZQFSLS-UHFFFAOYSA-N,C/N=C(\NCc1ccc(Cl)nc1)N[N+](=O)[O-],1,CHEMBL148390,4,4,0,8.36,8.14,"IC50,Ki","Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00659,SXFBNFBHSBQUPU-UHFFFAOYSA-N,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,1,CHEMBL2286438,1,1,0,6.47,6.47,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00660,SYMPEVQAJKXDTI-UHFFFAOYSA-N,O=[N+]([O-])/N=C1\NCCN1Cc1cnc(Cl)c(Br)c1,1,CHEMBL2287706,1,1,0,6.82,6.82,IC50,Musca domestica,ChEMBL,False,False
EXT_00661,SZRLKIKBPASKQH-UHFFFAOYSA-N,CCCCN(CCCC)C(=S)S,1,CHEMBL2023721,2,2,0,9.3,8.535,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00664,TVWURRDFHQMXFZ-UHFFFAOYSA-N,CCCC12COP(=S)(OC1)OC2,1,CHEMBL2287385,1,1,0,6.0,6.0,IC50,Blattella germanica,ChEMBL,False,False
EXT_00666,TWWYTFSPZFZEBO-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCNC(=O)OC(C)C)cc1,1,CHEMBL2272164,1,1,0,8.12,8.12,IC50,Culex pipiens,ChEMBL,False,False
EXT_00668,TZJUVBVCSBZHNP-UHFFFAOYSA-N,C=C1C(CCCC)=C(C#N)C(=O)N1c1cccc(Cl)c1C,1,CHEMBL1254864,1,1,0,5.08,5.08,IC50,Lucilia cuprina,ChEMBL,False,False
EXT_00669,UAIPWDDSFDCVDX-WOJGMQOQSA-N,CCO/N=C/COc1ccc(Oc2cccc(C)c2)cc1,1,CHEMBL2271800,1,1,0,8.71,8.71,IC50,Culex pipiens,ChEMBL,False,False
EXT_00670,UBKGNBOWTBTLLM-XDHOZWIPSA-N,CCC(CC)Cc1ccc(OCC/C=N/OC(C)C)cc1,1,CHEMBL2272183,1,1,0,10.76,10.76,IC50,Culex pipiens,ChEMBL,False,False
EXT_00671,UBQNRHZMVUUOMG-UHFFFAOYSA-N,NS(=O)(=O)Cc1noc2ccccc12,1,CHEMBL750,1,1,0,6.58,6.58,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00672,UBRKDAVQCKZSPO-UHFFFAOYSA-N,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,1,CHEMBL17045,2,2,0,5.91,5.885,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00673,UCAGLBKTLXCODC-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)O)cc1,1,CHEMBL414,1,1,0,6.15,6.15,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00674,UCEUIXXYXCUUSN-FZWBFHRNSA-N,C=C[C@]1(C)CC[C@H]2C(=CC[C@@H]3[C@](C)(CO)CC[C@@H]4C[C@@]432)C1,1,CHEMBL2268883,1,1,0,,,LD50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00675,UCKVIINUEAPPCZ-XDJHFCHBSA-N,CCCO/N=C(\C)COc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271771,1,1,0,7.53,7.53,IC50,Culex pipiens,ChEMBL,False,False
EXT_00676,UCOPHAQUYHWUPL-WMGPEYNPSA-N,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]3OC(=O)C(C)(O)CCc4ncccc4C(=O)OC[C@@]4(C)O[C@@]1([C@H]3C)[C@@H](OC(C)=O)[C@@H]4C(=O)[C@@H]2OC(C)=O,1,CHEMBL4103848,1,1,0,,,LD50,Aedes aegypti,ChEMBL,False,False
EXT_00678,UDSMHPVMWUPKBV-UHFFFAOYSA-N,Cc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,1,CHEMBL2286441,1,1,0,5.87,5.87,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00679,UEHMBHOIYLPKGE-WOJGMQOQSA-N,CCO/N=C/COc1ccc(Oc2ccccc2Cl)cc1,1,CHEMBL2271798,1,1,0,6.89,6.89,IC50,Culex pipiens,ChEMBL,False,False
EXT_00680,UEQZFAGVRGWPDK-UHFFFAOYSA-N,N=C1NCCN1Cc1ccc(Cl)nc1,1,CHEMBL309804,2,2,0,6.0,5.91,"IC50,Ki",Drosophila melanogaster,ChEMBL,False,False
EXT_00682,UEXNMZMHXMVREM-UHFFFAOYSA-N,CC1(O)c2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2CC1(F)F,1,CHEMBL203278,1,1,0,7.0,7.0,IC50,Musca domestica,ChEMBL,False,False
EXT_00683,UFOAKOVSRNEJBA-UHFFFAOYSA-N,CCONCCCOc1ccc(CC(C)C)cc1,1,CHEMBL2271834,1,1,0,7.81,7.81,IC50,Culex pipiens,ChEMBL,False,False
EXT_00684,UGGNYDICJSBPEF-FYJGNVAPSA-N,CC(C)CO/N=C/CCOc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271788,1,1,0,9.68,9.68,IC50,Culex pipiens,ChEMBL,False,False
EXT_00686,UHOAIESFARWLTF-UHFFFAOYSA-N,CN(C)CCCN1C(=O)CSC1c1ccc(Cl)cc1,1,CHEMBL5440621,1,1,0,6.07,6.07,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00692,ULNFTCVMWDRSGR-UHFFFAOYSA-N,CN(C)CCCN1C(=O)CSC1c1cccc(Cl)c1Cl,1,CHEMBL5401085,1,1,0,5.44,5.44,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00693,ULUYZUCREVJCJA-UHFFFAOYSA-N,COc1cc(CN2CCN/C2=N\[N+](=O)[O-])cnc1Cl,1,CHEMBL2287708,1,1,0,6.12,6.12,IC50,Musca domestica,ChEMBL,False,False
EXT_00695,UOCXTBVLUKRGQL-KTKRTIGZSA-N,CNC(=O)c1ccc(C(OC/C=C\Cn2cc(C)c(=O)[nH]c2=O)(c2ccccc2)c2ccccc2)cc1,1,CHEMBL385954,1,1,0,5.8,5.8,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00696,UPAXYPIULKFTGB-UHFFFAOYSA-N,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1C(C)C,1,CHEMBL370999,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00697,UPEZCKBFRMILAV-JMZLNJERSA-N,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,1,CHEMBL549300,1,1,0,5.59,5.59,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00699,UPOFHUGBBSWKSH-UHFFFAOYSA-N,CCC(CC)(NC(=O)c1ccc2c(c1C)CCCO2)C(=O)c1cc(C)cc(C)c1,1,CHEMBL2286409,1,1,0,6.78,6.78,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00700,UQTLRMAXXDCFFD-HTMKTGTPSA-N,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,1,CHEMBL564892,1,1,0,6.49,6.49,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00703,UQTLRMAXXDCFFD-ODUVHUIYSA-N,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,1,CHEMBL559048,1,1,0,7.23,7.23,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00704,URHCSBAYTMVCGQ-UHFFFAOYSA-N,S=C(S)NCCN(CCNC(=S)S)CNC(=S)S,1,CHEMBL2334359,2,2,0,8.82,7.845000000000001,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00705,URPNCJXZVCAHCN-UHFFFAOYSA-N,c1ccc(CONCCOc2ccc(Cc3ccccc3)cc2)cc1,1,CHEMBL2271785,1,1,0,6.75,6.75,IC50,Culex pipiens,ChEMBL,False,False
EXT_00706,USNGTWIJXFTREV-IERDGZPVSA-N,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1cccc(F)c1,1,CHEMBL57946,1,1,0,6.12,6.12,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00707,USTQBHSSNOJGMC-UHFFFAOYSA-N,CC(O)(C#N)CF,1,CHEMBL2271410,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00708,UVCBTACGHXDHBU-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCC(C)OC(=O)NC(C)C)cc1,1,CHEMBL2272157,1,1,0,7.95,7.95,IC50,Culex pipiens,ChEMBL,False,False
EXT_00710,UXHGLFZWHNSTGF-UHFFFAOYSA-N,CN(C)CCCN1C(=O)CSC1c1ccc(Cl)cc1Cl,1,CHEMBL5421973,2,2,0,6.0,6.0,"IC50,Ki",Anopheles gambiae,ChEMBL,False,False
EXT_00712,UZUBKBNMUGKIPL-LICLKQGHSA-N,CC/C=N/OCCOc1ccc(CC(C)(C)C)cc1,1,CHEMBL2272177,1,1,0,9.5,9.5,IC50,Culex pipiens,ChEMBL,False,False
EXT_00714,VBCVPMMZEGZULK-NRFANRHFSA-N,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,1,CHEMBL197676,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00715,VBEAIKGZKGLSLL-YVLHZVERSA-N,O=C(/N=c1\sccn1Cc1ccc(Cl)nc1)C(F)(F)F,1,CHEMBL518310,2,2,0,,,LC50,Culex quinquefasciatus,ChEMBL,False,False
EXT_00716,VBRKFTSGUXSHIC-ZSOIEALJSA-N,CN1CCN(Cc2cnc(Cl)s2)/C(=N\C#N)C1=O,1,CHEMBL2272685,1,1,0,8.4,8.4,Ki,Musca domestica,ChEMBL,False,False
EXT_00717,VCJFAZFEDNUPMX-UHFFFAOYSA-N,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL425573,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00719,VDDUJINYXKGZLV-UHFFFAOYSA-N,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,1,CHEMBL59898,2,2,0,5.99,5.915,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00721,VFUGYIGNTVWBEK-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCCN(C)C(=O)OC)cc1,1,CHEMBL2272167,1,1,0,6.79,6.79,IC50,Culex pipiens,ChEMBL,False,False
EXT_00723,VGMVBPQOACUDRU-UHFFFAOYSA-N,Nc1nnc(S(N)(=O)=O)s1,1,CHEMBL265674,1,1,0,6.13,6.13,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00724,VHFPPNOCTTYTFK-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)c1ccccc1Cl,1,CHEMBL2287464,1,1,0,6.96,6.96,IC50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00725,VLSZWXFKEIUTAT-UHFFFAOYSA-N,CCCCCCNCC(=O)C(F)(F)F,1,CHEMBL153080,1,1,0,7.13,7.13,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00726,VLXXFDPCPAWVTE-UHFFFAOYSA-N,O=C1/C(=N\O)NCCN1Cc1ccc(Cl)nc1,1,CHEMBL2272693,1,1,0,5.48,5.48,Ki,Musca domestica,ChEMBL,False,False
EXT_00727,VMEHOTODTPXCKT-UHFFFAOYSA-N,CCC(C)(O)C#N,1,CHEMBL2271409,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00728,VMFPETLDGPXOHU-UHFFFAOYSA-N,CC(C)CS(=O)(=O)c1nc(OS(C)(=O)=O)cs1,1,CHEMBL2286262,1,1,0,9.01,9.01,IC50,Musca domestica,ChEMBL,False,False
EXT_00729,VNCBMMLGXJPFJS-DJKKODMXSA-N,CCO/N=C/COc1ccc(Oc2cc(C)cc(C)c2)cc1,1,CHEMBL2271768,1,1,0,7.98,7.98,IC50,Culex pipiens,ChEMBL,False,False
EXT_00731,VPCDJHVPOWBSRU-UHFFFAOYSA-N,CNC(=O)c1cc(I)cc(C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL251207,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00732,VSAZMHWIUAZWGB-UHFFFAOYSA-N,O=C(c1cnn(C2CCCC2)c1)C(F)(F)F,1,CHEMBL3623552,2,2,0,8.81,8.675,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00733,VSECEWAIAJHRGJ-UHFFFAOYSA-N,C1=C(c2cccnc2)NCC1,1,CHEMBL2286829,2,1,1,5.72,5.72,"IC50,Ki",Musca domestica,ChEMBL,False,False
EXT_00734,VSFGSJMNPXPMSA-XDHOZWIPSA-N,C#CCO/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271467,1,1,0,7.46,7.46,IC50,Culex pipiens,ChEMBL,False,False
EXT_00735,VSWDORGPIHIGNW-UHFFFAOYSA-N,S=C(S)N1CCCC1,1,CHEMBL2021946,2,2,0,8.33,7.6,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00736,VUEPZCBFZYCVMA-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCCCCSP(=O)(OCC)OCC,1,CHEMBL2252842,2,2,0,6.06,5.555,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00739,VVNORTPFZQGSDM-XDHOZWIPSA-N,CCO/N=C/CCOc1ccc(Oc2cccc(C)c2)cc1,1,CHEMBL2271792,1,1,0,9.46,9.46,IC50,Culex pipiens,ChEMBL,False,False
EXT_00740,VWUXTQITZZGXTQ-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Br,1,CHEMBL2286737,2,1,1,6.1,5.095,EC50,Drosophila melanogaster,ChEMBL,False,False
